SAPD-2023-0374889,"2023-03-18 02:59:59","SAPD Emergency Call","3600 CANDLEHEAD LN","SAPD OUTSIDE AREA"
SAPD-2023-0374896,"2023-03-18 03:00:27",Disturbance,"1400-1499 S WALTERS ST",EAST
SAPD-2023-0374898,"2023-03-18 03:01:12","Disturbance Family","1100 VANDERBILT",EAST
SAPD-2023-0374900,"2023-03-18 03:01:35","Disturbance Family","100 STACE ST",SOUTH
SAPD-2023-0374902,"2023-03-18 03:02:16",Disturbance,"4000 IH 35 N",EAST
SAPD-2023-0374905,"2023-03-18 03:03:04",Disturbance,"4500 GUADALAJARA DR",NORTH
SAPD-2023-0374907,"2023-03-18 03:03:27","SAPD Emergency Call","CULEBRA RD / LONE STAR PKWY",WEST
SAPD-2023-0374908,"2023-03-18 03:04:31","Welfare Check","GABRIEL / N WALTERS ST",EAST
SAPD-2023-0374911,"2023-03-18 03:04:40","Disturbance Loud Music","5400 MOUNTAIN VISTA DR",NORTH
SAPD-2023-0374912,"2023-03-18 03:04:48",Disturbance,"900 DOLOROSA",CENTRAL
SAPD-2023-0374913,"2023-03-18 03:05:04",Disturbance,"1500 MISSION RD",SOUTH
SAPD-2023-0374915,"2023-03-18 03:05:34",Disturbance,"1600 BUENA VISTA ST",CENTRAL
SAPD-2023-0374917,"2023-03-18 03:06:09","Assist the Public","2000 BANDERA RD",WEST
SAPD-2023-0374919,"2023-03-18 03:06:34","Officer Traffic Stop","GUADALUPE ST / S COLORADO ST",CENTRAL
SAPD-2023-0374921,"2023-03-18 03:07:39",Fire,"8800 CINNAMON CRK",PRUE
SAPD-2023-0374922,"2023-03-18 03:07:56","Welfare Check","7400 YARROW BLVD",SOUTH
SAPD-2023-0374923,"2023-03-18 03:08:35","Criminal Mischief In Progress","9800 CAMINO VILLA",PRUE
SAPD-2023-0374924,"2023-03-18 03:08:49","Criminal Mischief In Progress","DENVER BLVD / S WALTERS ST",EAST
SAPD-2023-0374926,"2023-03-18 03:09:41",DWI,"I0 10 W NB",CENTRAL
SAPD-2023-0374927,"2023-03-18 03:09:47",Disturbance,"2300 GUADALUPE ST",CENTRAL
SAPD-2023-0374933,"2023-03-18 03:11:59",Disturbance,"900 GEMBLER RD",EAST
SAPD-2023-0374934,"2023-03-18 03:12:22","Assist the Public","N ALAMO ST / 10TH ST",CENTRAL
SAPD-2023-0374935,"2023-03-18 03:13:27","Abandoned Vehicle","5101-5399 NW LOOP 410 WB",PRUE
SAPD-2023-0374937,"2023-03-18 03:14:00","Disturbance Loud Music","10300 SAHARA",NORTH
SAPD-2023-0374940,"2023-03-18 03:15:53",Disturbance,"9600 NUECES CANYON",PRUE
SAPD-2023-0374941,"2023-03-18 03:16:42","Suspicious Person","200 PARKVIEW DR",SOUTH
SAPD-2023-0374944,"2023-03-18 03:17:27",DOA,"100 DALLAS ST",CENTRAL
SAPD-2023-0374947,"2023-03-18 03:18:42",Prowler,"600 S MEL WAITERS WAY",EAST
SAPD-2023-0374948,"2023-03-18 03:19:19","Suspicious Vehicle","900 E HOUSTON ST",CENTRAL
SAPD-2023-0374949,"2023-03-18 03:19:49",Disturbance,"4600 GARDENDALE",PRUE
SAPD-2023-0374953,"2023-03-18 03:21:01","Suspicious Vehicle","CEDAR VW / GLEN IVY DR",CENTRAL
SAPD-2023-0374965,"2023-03-18 03:23:25","Traffic Related","IH 10 W / SANTA BARBARA ST",CENTRAL
SAPD-2023-0374968,"2023-03-18 03:23:52","Officer Traffic Stop","AUSTIN ST / 9TH ST",EAST
SAPD-2023-0374970,"2023-03-18 03:24:55","Welfare Check","2700 BILL MILLER LN",EAST
SAPD-2023-0374973,"2023-03-18 03:26:02","Suspicious Person","3200 NACOGDOCHES RD",NORTH
SAPD-2023-0374974,"2023-03-18 03:26:16",Disturbance,"ESSEX ST / S MITTMAN ST",EAST
SAPD-2023-0374979,"2023-03-18 03:27:10","Patrol By","301-399 W HOUSTON ST",CENTRAL
SAPD-2023-0374980,"2023-03-18 03:27:13","Welfare Check","2500 DELGADO ST",CENTRAL
SAPD-2023-0374983,"2023-03-18 03:28:47","Disturbance Loud Music","4400 GARDENDALE",PRUE
SAPD-2023-0374987,"2023-03-18 03:30:46",Disturbance,"1900 LARKSPUR",NORTH
SAPD-2023-0374988,"2023-03-18 03:30:48","Disturbance Family","3800 S WALTERS ST",EAST
SAPD-2023-0374989,"2023-03-18 03:30:57","SAPD Emergency Call","3400 PEREZ ST",CENTRAL
SAPD-2023-0374989,"2023-03-18 03:30:57",Disturbance,"3400 PEREZ ST",CENTRAL
SAPD-2023-0374993,"2023-03-18 03:32:39","Property Found","20800 STONE OAK PKWY",NORTH
SAPD-2023-0374994,"2023-03-18 03:33:06","Welfare Check","3900 PERRIN CENTRAL",NORTH
SAPD-2023-0374998,"2023-03-18 03:37:48","Suspicious Person","500 HEIMER RD",NORTH
SAPD-2023-0375001,"2023-03-18 03:38:14","SAPD Emergency Call","IH 37 S NB / S LOOP 1604 E",SOUTH
SAPD-2023-0375003,"2023-03-18 03:39:09",Miscellaneous,"400 S FRIO ST",CENTRAL
SAPD-2023-0375004,"2023-03-18 03:40:00",Burglary,"4900 WOODSTONE",PRUE
SAPD-2023-0375007,"2023-03-18 03:40:58","Assist the Public","7600 US HWY 90 W",SOUTH
SAPD-2023-0375009,"2023-03-18 03:41:33",Disturbance,"200 N WW WHITE RD",EAST
SAPD-2023-0375010,"2023-03-18 03:42:28",DWI,"100-101 E FREDERICKSBURG RD",CENTRAL
SAPD-2023-0375011,"2023-03-18 03:42:46","Traffic Violation","80 BASSWOOD DR",CENTRAL
SAPD-2023-0375012,"2023-03-18 03:43:27","Suspicious Person","700 SE LOOP 410",EAST
SAPD-2023-0375014,"2023-03-18 03:47:11","Burglary Vehicle","1100 E COMMERCE ST",EAST
SAPD-2023-0375017,"2023-03-18 03:48:32",Disturbance,"400 EL MONTE BLVD",CENTRAL
SAPD-2023-0375018,"2023-03-18 03:49:31","Suspicious Person","600 ISOM RD",NORTH
SAPD-2023-0375019,"2023-03-18 03:49:38","Traffic Related","N0 LOOP 410",PRUE
SAPD-2023-0375019,"2023-03-18 03:49:38",DWI,"N0 LOOP 410",PRUE
SAPD-2023-0375021,"2023-03-18 03:50:02","Disturbance Loud Music","14000 FM 1560 N",PRUE
SAPD-2023-0375027,"2023-03-18 03:54:03",DWI,"IH 35 N NB / N WEIDNER RD",NORTH
SAPD-2023-0375032,"2023-03-18 03:55:17","Patrol By","600 HEMISFAIR PLAZA WAY",CENTRAL
SAPD-2023-0375034,"2023-03-18 03:55:52","Disturbance Family","1100 W RIDGEWOOD CT",CENTRAL
SAPD-2023-0375038,"2023-03-18 03:59:08","Assist the Public","MEMORY LN / PATRICIA DR",NORTH
SAPD-2023-0375055,"2023-03-18 04:06:16","Traffic Related","JUPITER ST / FRIO CITY RD",SOUTH
SAPD-2023-0375059,"2023-03-18 04:07:01",Disturbance,"1900 LARKSPUR",NORTH
SAPD-2023-0375060,"2023-03-18 04:07:05","Disturbance Neighbor","5000 WILDFLOWER DR",WEST
SAPD-2023-0375061,"2023-03-18 04:07:27",Disturbance,"8600 BROADWAY",NORTH
SAPD-2023-0375067,"2023-03-18 04:10:52",Disturbance,"400 E HOUSTON ST",CENTRAL
SAPD-2023-0375075,"2023-03-18 04:13:53",Miscellaneous,"400 S FRIO ST",CENTRAL
SAPD-2023-0375083,"2023-03-18 04:16:46",Disturbance,"4400 N HEIN",EAST
SAPD-2023-0375085,"2023-03-18 04:17:26","Burglary Vehicle","8700 HUEBNER RD",PRUE
SAPD-2023-0375086,"2023-03-18 04:17:32","Property Found","9700 AIRPORT BLVD",AIRPORT
SAPD-2023-0375089,"2023-03-18 04:18:02","Robbery of Individual","3200 WURZBACH RD",WEST
SAPD-2023-0375091,"2023-03-18 04:18:10","Injured/Sick Person","500 EMBASSY OAKS",NORTH
SAPD-2023-0375094,"2023-03-18 04:18:50",Disturbance,"9500 LORENE",NORTH
SAPD-2023-0375098,"2023-03-18 04:22:06","SAPD Emergency Call","14200 BROOK HOLLOW BLVD",NORTH
SAPD-2023-0375100,"2023-03-18 04:22:31",Disturbance,"ARBOR ST / NW 24TH ST",CENTRAL
SAPD-2023-0375105,"2023-03-18 04:24:18",Drunk,"8301-8899 IH 10 W",PRUE
SAPD-2023-0375106,"2023-03-18 04:25:27","Holdup Alarm In Progress","3200 WURZBACH RD",WEST
SAPD-2023-0375108,"2023-03-18 04:26:00","Burglary Vehicle","8000 PINEBROOK DR",PRUE
SAPD-2023-0375111,"2023-03-18 04:28:19",Disturbance,"800 STEUBING OAKS",NORTH
SAPD-2023-0375120,"2023-03-18 04:32:29","Criminal Mischief","5800 MEDINA BASE RD",SOUTH
SAPD-2023-0375122,"2023-03-18 04:32:45",Disturbance,"2900 RIGSBY AVE",EAST
SAPD-2023-0375123,"2023-03-18 04:33:17",Prowler,"3600 IH 35 N",EAST
SAPD-2023-0375124,"2023-03-18 04:33:56","Suspicious Person","3100 COMMERCIAL AVE",SOUTH
SAPD-2023-0375128,"2023-03-18 04:36:51",Disturbance,"800 S ZARZAMORA ST",CENTRAL
SAPD-2023-0375132,"2023-03-18 04:39:05","Patrol By","8800 ADAMS HILL DR",WEST
SAPD-2023-0375140,"2023-03-18 04:42:07",Disturbance,"1700 PINN RD",WEST
SAPD-2023-0375143,"2023-03-18 04:43:44",Disturbance,"6800 W MILITARY DR",WEST
SAPD-2023-0375148,"2023-03-18 04:46:29",Disturbance,"700 CYPRESSFIELD DR",WEST
SAPD-2023-0375150,"2023-03-18 04:46:41","Welfare Check","4600 W COMMERCE ST",WEST
SAPD-2023-0375151,"2023-03-18 04:48:16","Burglary Vehicle","3900 BARRINGTON",NORTH
SAPD-2023-0375152,"2023-03-18 04:48:34",Disturbance,"12100 LEMON BLOSSOM",NORTH
SAPD-2023-0375153,"2023-03-18 04:50:07","Patrol By","100 EMERALD ASH",SOUTH
SAPD-2023-0375157,"2023-03-18 04:53:26",Disturbance,"12800 APPLEWHITE RD",SOUTH
SAPD-2023-0375160,"2023-03-18 04:54:20","Disturbance Loud Music","800 HEDGES ST",EAST
SAPD-2023-0375161,"2023-03-18 04:54:48","Suspicious Person","2000 S ZARZAMORA ST",CENTRAL
SAPD-2023-0375162,"2023-03-18 04:55:12",Disturbance,"1000 SCHLEY AVE",EAST
SAPD-2023-0375167,"2023-03-18 04:58:14",Disturbance,"7100 CULEBRA COMMONS",PRUE
SAPD-2023-0375169,"2023-03-18 04:59:32","Robbery of Individual","100 E HOUSTON ST",CENTRAL
SAPD-2023-0375170,"2023-03-18 05:00:23",Disturbance,"700 W HOUSTON ST",CENTRAL
SAPD-2023-0375173,"2023-03-18 05:01:48","Theft of Vehicle","6800 MAPLE SPG",PRUE
SAPD-2023-0375182,"2023-03-18 05:06:50","Welfare Check","1700 COLUMBIA SQ",WEST
SAPD-2023-0375183,"2023-03-18 05:07:03","Burglary Vehicle","9200 N LOOP 1604 W",PRUE
SAPD-2023-0375184,"2023-03-18 05:07:12","Abandoned Vehicle","1000 CLARK AVE",EAST
SAPD-2023-0375186,"2023-03-18 05:07:32",Disturbance,"6800 W LOOP 1604 N",PRUE
SAPD-2023-0375187,"2023-03-18 05:07:39",Disturbance,"17900 OVERLOOK LOOP",NORTH
SAPD-2023-0375190,"2023-03-18 05:09:03","SAPD Emergency Call","6700 TABAK FARM",EAST
SAPD-2023-0375193,"2023-03-18 05:11:47",Disturbance,"100 ARRID",EAST
SAPD-2023-0375195,"2023-03-18 05:12:42",Disturbance,"1100 E SONTERRA BLVD",NORTH
SAPD-2023-0375196,"2023-03-18 05:14:37","Suspicious Vehicle","4100 S LOOP 1604 E",SOUTH
SAPD-2023-0375199,"2023-03-18 05:16:33",Disturbance,"3100 GOLIAD RD",SOUTH
SAPD-2023-0375200,"2023-03-18 05:18:02",Disturbance,"7700 IH 35 S",SOUTH
SAPD-2023-0375201,"2023-03-18 05:18:32","Theft of Vehicle In Progress","WALNUT CREEK DR / LEGEND WELL DR",NORTH
SAPD-2023-0375210,"2023-03-18 05:25:18","Disturbance Family","100 S SAN MARCOS",CENTRAL
SAPD-2023-0375210,"2023-03-18 05:25:18","Disturbance Family","100 SAN MATEO WALK",CENTRAL
SAPD-2023-0375215,"2023-03-18 05:32:38","Burglary Vehicle","900 VFW BLVD",SOUTH
SAPD-2023-0375218,"2023-03-18 05:36:32",Disturbance,"8100 HUEBNER RD",PRUE
SAPD-2023-0375219,"2023-03-18 05:36:34","Suspicious Person","500 CICERO AVE",EAST
SAPD-2023-0375220,"2023-03-18 05:38:53",Disturbance,"5500 US HWY 87 E",EAST
SAPD-2023-0375221,"2023-03-18 05:40:37","Assist the Public","US HWY 281 N SB / BROOK HOLLOW BLVD",NORTH
SAPD-2023-0375224,"2023-03-18 05:42:07","Suspicious Vehicle","4300 VANCE JACKSON RD",PRUE
SAPD-2023-0375228,"2023-03-18 05:44:52",Disturbance,"14100 EMERALD HILL DR",PRUE
SAPD-2023-0375229,"2023-03-18 05:46:01",Burglary,"9300 HUEBNER RD",PRUE
SAPD-2023-0375230,"2023-03-18 05:46:35",Disturbance,"300 SHASTA AVE",SOUTH
SAPD-2023-0375231,"2023-03-18 05:46:55",Disturbance,"JONES MALTSBERGER RD / STARCREST DR",NORTH
SAPD-2023-0375232,"2023-03-18 05:47:05","Holdup Alarm In Progress","200 W FRENCH PLACE",CENTRAL
SAPD-2023-0375235,"2023-03-18 05:48:42","Theft of Vehicle","800 MENCHACA ST",CENTRAL
SAPD-2023-0375238,"2023-03-18 05:49:11",Disturbance,"2400 W WOODLAWN AVE",WEST
SAPD-2023-0375241,"2023-03-18 05:49:59","Disturbance Barking Dog","9600 WILD HORSE RUN",WEST
SAPD-2023-0375245,"2023-03-18 05:51:50",Information,"12800 APPLEWHITE RD",SOUTH
SAPD-2023-0375247,"2023-03-18 05:56:37","Officer Traffic Stop","DOMINION DR",PRUE
SAPD-2023-0375248,"2023-03-18 05:58:56",Burglary,"9600 EMERALD PLACE",WEST
SAPD-2023-0375249,"2023-03-18 05:58:57","Assist the Public","3800 MAVERICK CREEK RD",NORTH
SAPD-2023-0375250,"2023-03-18 05:58:59",Prowler,"500 KOEHLER CT",SOUTH
SAPD-2023-0375251,"2023-03-18 06:02:37","Suspicious Vehicle","4100 S LOOP 1604 E",SOUTH
SAPD-2023-0375252,"2023-03-18 06:03:46","Traffic Related","800 N LOOP 1604 E",NORTH
SAPD-2023-0375253,"2023-03-18 06:05:16","Patrol By","8400 BUCKHORN LN",NORTH
SAPD-2023-0375254,"2023-03-18 06:05:54",Disturbance,"700 HOT WELLS",SOUTH
SAPD-2023-0375259,"2023-03-18 06:10:45",Disturbance,"1700 S ZARZAMORA ST",CENTRAL
SAPD-2023-0375260,"2023-03-18 06:11:27",Disturbance,"13900 NACOGDOCHES RD",NORTH
SAPD-2023-0375262,"2023-03-18 06:14:14","Patrol By","3000 S RIVER WALK",SOUTH
SAPD-2023-0375264,"2023-03-18 06:15:01","Theft of Vehicle","8800 CINNAMON CRK",PRUE
SAPD-2023-0375267,"2023-03-18 06:17:51",Fire,"7300 CALLAGHAN RD",PRUE
SAPD-2023-0375268,"2023-03-18 06:19:06","Disturbance Neighbor","4000 E SOUTHCROSS BLVD",EAST
SAPD-2023-0375270,"2023-03-18 06:21:09","Suspicious Person","2000 AUSTIN HWY",EAST
SAPD-2023-0375272,"2023-03-18 06:22:50","Traffic Related","S ZARZAMORA ST / US HWY 90 W EB",CENTRAL
SAPD-2023-0375283,"2023-03-18 06:35:57","Injured/Sick Person","13900 IH 37 S",SOUTH
SAPD-2023-0375285,"2023-03-18 06:37:17",Disturbance,"4200 W COMMERCE ST",CENTRAL
SAPD-2023-0375291,"2023-03-18 06:40:14","Patrol By","8400 NW MILITARY HWY",PRUE
SAPD-2023-0375293,"2023-03-18 06:41:30","Traffic Related","I0 35 N NB",CENTRAL
SAPD-2023-0375295,"2023-03-18 06:43:09","Suspicious Vehicle","2400 S FLORES ST",CENTRAL
SAPD-2023-0375296,"2023-03-18 06:45:00","Assist the Public","9900 FREDERICKSBURG RD",PRUE
SAPD-2023-0375301,"2023-03-18 06:54:54","Suspicious Vehicle","8100 IH 35 S",SOUTH
SAPD-2023-0375302,"2023-03-18 06:54:57","Theft of Vehicle","3200 BOB BILLA",EAST
SAPD-2023-0375304,"2023-03-18 06:55:07","Traffic Related","NE LOOP 410 NB / IH 10 E EB",EAST
SAPD-2023-0375305,"2023-03-18 06:58:25","Disturbance Loud Music","1200 FENFIELD AVE",SOUTH
SAPD-2023-0375306,"2023-03-18 06:58:27","Assist the Public","10000 BOXER CRK",WEST
SAPD-2023-0375307,"2023-03-18 06:59:24",Theft,"22800 US HWY 281 N",NORTH
SAPD-2023-0375308,"2023-03-18 06:59:38",Theft,"13000 PARK CROSSING DR",NORTH
SAPD-2023-0375309,"2023-03-18 07:00:12","High Water","US HWY 90 W / W MILITARY DR",WEST
SAPD-2023-0375312,"2023-03-18 07:00:56","Narcotic Laws","200 W BROADVIEW DR",WEST
SAPD-2023-0375315,"2023-03-18 07:02:30",Disturbance,"4700 FREDERICKSBURG RD",PRUE
SAPD-2023-0375316,"2023-03-18 07:03:31",Miscellaneous,"10 DALLARI CT",PRUE
SAPD-2023-0375317,"2023-03-18 07:04:30",Miscellaneous,"IH 35 S / IH 35 S ACCESS RD",SOUTH
SAPD-2023-0375317,"2023-03-18 07:04:30","Injured/Sick Person","IH 35 S / IH 35 S ACCESS RD",SOUTH
SAPD-2023-0375325,"2023-03-18 07:11:39","Patrol By","707-799 IRA LEE RD",EAST
SAPD-2023-0375329,"2023-03-18 07:13:39",Disturbance,"7200 N LOOP 1604 W",PRUE
SAPD-2023-0375333,"2023-03-18 07:18:23","Theft of Vehicle","4600 E LOOP 1604 N",EAST
SAPD-2023-0375335,"2023-03-18 07:20:02","Criminal Mischief","7200 RUBY PALM PASS",EAST
SAPD-2023-0375338,"2023-03-18 07:23:05","Wrong Way Driver","WURZBACH PKWY WB / WETMORE RD",NORTH
SAPD-2023-0375339,"2023-03-18 07:24:27",Disturbance,"300 CAMDEN ST",CENTRAL
SAPD-2023-0375341,"2023-03-18 07:26:47",Theft,"22800 US HWY 281 N",NORTH
SAPD-2023-0375343,"2023-03-18 07:28:33","Injured/Sick Person","9700 CULEBRA RD",PRUE
SAPD-2023-0375345,"2023-03-18 07:29:13",Disturbance,"6800 NW LOOP 410",WEST
SAPD-2023-0375346,"2023-03-18 07:30:20","Patrol By","3000 SAN LUIS",CENTRAL
SAPD-2023-0375347,"2023-03-18 07:30:34",Burglary,"8000 IH 35 S",SOUTH
SAPD-2023-0375349,"2023-03-18 07:31:17","Welfare Check","100 FLAN ST",CENTRAL
SAPD-2023-0375354,"2023-03-18 07:34:06","Theft of Vehicle","1300 PATRICIA DR",NORTH
SAPD-2023-0375355,"2023-03-18 07:34:19","Narcotic Laws","4900 USAA BLVD",PRUE
SAPD-2023-0375358,"2023-03-18 07:35:20",DOA,"600 N SAN FELIPE AVE",WEST
SAPD-2023-0375357,"2023-03-18 07:35:20","Patrol By","2500 S RIVER WALK",SOUTH
SAPD-2023-0375360,"2023-03-18 07:37:34",Disturbance,"5300 RIGSBY AVE",EAST
SAPD-2023-0375362,"2023-03-18 07:40:20","Traffic Related","NE LOOP 410 / IH 10 E",EAST
SAPD-2023-0375363,"2023-03-18 07:40:46","Burglary Vehicle","1800 ROGERS RD",WEST
SAPD-2023-0375364,"2023-03-18 07:41:31",Miscellaneous,"700 CORNELL",WEST
SAPD-2023-0375365,"2023-03-18 07:41:42","Narcotic Laws","2000 S FOSTER RD",EAST
SAPD-2023-0375366,"2023-03-18 07:41:48","Theft of Vehicle","7500 BARRYHILL",PRUE
SAPD-2023-0375370,"2023-03-18 07:45:34","Abandoned Vehicle","11000 POTRANCO RD",WEST
SAPD-2023-0375371,"2023-03-18 07:47:16",Disturbance,"2600 BUENA VISTA ST",CENTRAL
SAPD-2023-0375376,"2023-03-18 07:50:42","Disturbance Family","5400 VILLA MERCEDES",NORTH
SAPD-2023-0375386,"2023-03-18 07:56:19","Patrol By","OP SCHNABEL PARK",PRUE
SAPD-2023-0375394,"2023-03-18 08:02:15","Patrol By","1500 SALTILLO",SOUTH
SAPD-2023-0375395,"2023-03-18 08:02:20","Patrol By","500 COLUMBUS",CENTRAL
SAPD-2023-0375397,"2023-03-18 08:02:46","Traffic Related","3900 THOUSAND OAKS DR",NORTH
SAPD-2023-0375398,"2023-03-18 08:03:38","Animal Related","300 SPRINGWOOD LN",NORTH
SAPD-2023-0375399,"2023-03-18 08:05:03",Miscellaneous,"3800 N ST MARY'S ST",CENTRAL
SAPD-2023-0375400,"2023-03-18 08:06:55","Suspicious Person","11100 W MILITARY DR",WEST
SAPD-2023-0375401,"2023-03-18 08:07:37",Information,"800 ANGELA ST",CENTRAL
SAPD-2023-0375402,"2023-03-18 08:07:44",Disturbance,"1700 S ZARZAMORA ST",CENTRAL
SAPD-2023-0375404,"2023-03-18 08:08:17","Patrol By","BRACKENRIDGE/AVE B",CENTRAL
SAPD-2023-0375405,"2023-03-18 08:09:00",Theft,"14700 BLUEMIST PASS",NORTH
SAPD-2023-0375406,"2023-03-18 08:09:03","Patrol By","200 TULETA",CENTRAL
SAPD-2023-0375408,"2023-03-18 08:09:59","Suspicious Vehicle","3300 SE MILITARY DR",SOUTH
SAPD-2023-0375409,"2023-03-18 08:10:00","Patrol By","13100 JONES MALTSBERGER RD",NORTH
SAPD-2023-0375410,"2023-03-18 08:10:49",Miscellaneous,"300 OMAHA ST",EAST
SAPD-2023-0375412,"2023-03-18 08:11:43","Welfare Check","5400 MIDCROWN DR E",EAST
SAPD-2023-0375413,"2023-03-18 08:12:35","Theft of Vehicle","200 VISTA RD",EAST
SAPD-2023-0375417,"2023-03-18 08:15:05","Theft of Vehicle","3900 PERRIN CENTRAL",NORTH
SAPD-2023-0375420,"2023-03-18 08:17:18",Panhandler,"S0 LOOP 410",EAST
SAPD-2023-0375422,"2023-03-18 08:19:24","Traffic Related","800 S HACKBERRY ST",EAST
SAPD-2023-0375426,"2023-03-18 08:23:41",Miscellaneous,"400 S FRIO ST",CENTRAL
SAPD-2023-0375427,"2023-03-18 08:24:23",Burglary,"2600 WESTWARD DR",WEST
SAPD-2023-0375428,"2023-03-18 08:24:26","Patrol By","LADY BIRD JOHNSON PARK",NORTH
SAPD-2023-0375429,"2023-03-18 08:24:32","Patrol By","100 POTOSI",CENTRAL
SAPD-2023-0375430,"2023-03-18 08:24:57","Theft of Vehicle","7500 INGRAM RD",WEST
SAPD-2023-0375431,"2023-03-18 08:24:59","Burglary Vehicle","8000 PINEBROOK DR",PRUE
SAPD-2023-0375432,"2023-03-18 08:25:06","Suspicious Vehicle","2000 HAYS ST",EAST
SAPD-2023-0375433,"2023-03-18 08:25:37","Theft In Progress","100 SW MILITARY DR",SOUTH
SAPD-2023-0375435,"2023-03-18 08:26:11","Assist the Public","400 S FRIO ST",CENTRAL
SAPD-2023-0375437,"2023-03-18 08:26:48","Patrol By","3700 N ST MARY'S ST",CENTRAL
SAPD-2023-0375438,"2023-03-18 08:27:10","Theft of Vehicle","200 BRISTOL AVE",SOUTH
SAPD-2023-0375442,"2023-03-18 08:29:22","Disturbance Loud Music","1100 S SAN MARCOS",CENTRAL
SAPD-2023-0375443,"2023-03-18 08:29:41","Traffic Related","1820-1844 BASSE RD",CENTRAL
SAPD-2023-0375446,"2023-03-18 08:30:21","Patrol By","9900 AIRPORT BLVD",AIRPORT
SAPD-2023-0375449,"2023-03-18 08:30:47","Suspicious Person","ENFIELD / KATE SCHENCK AVE",EAST
SAPD-2023-0375450,"2023-03-18 08:30:50",Burglary,"100 N SANTA ROSA",CENTRAL
SAPD-2023-0375451,"2023-03-18 08:31:36","Patrol By","1000 VOELCKER",PRUE
SAPD-2023-0375452,"2023-03-18 08:32:15",Disturbance,"700 BRIGGS AVE",SOUTH
SAPD-2023-0375455,"2023-03-18 08:33:44","Property Lost","2800 W HUTCHINS PLACE",SOUTH
SAPD-2023-0375456,"2023-03-18 08:33:49","Welfare Check","3500 OAKGATE",PRUE
SAPD-2023-0375457,"2023-03-18 08:33:57","Suspicious Vehicle","3100 MINDORO",NORTH
SAPD-2023-0375458,"2023-03-18 08:34:06",Miscellaneous,"1700 ASPEN RDG",PRUE
SAPD-2023-0375462,"2023-03-18 08:36:27",Disturbance,"11600 STATE HWY 151",WEST
SAPD-2023-0375463,"2023-03-18 08:36:54",Forgery,"6200 S NEW BRAUNFELS AVE",SOUTH
SAPD-2023-0375464,"2023-03-18 08:37:16","Disturbance Family","1500 GLADSTONE ST",SOUTH
SAPD-2023-0375465,"2023-03-18 08:37:37","Assist the Public","600 S SAN HORACIO AVE",WEST
SAPD-2023-0375467,"2023-03-18 08:38:53",Disturbance,"4900 WOODSTONE",PRUE
SAPD-2023-0375468,"2023-03-18 08:39:31","Patrol By","1200 N FRIO",CENTRAL
SAPD-2023-0375469,"2023-03-18 08:41:23","Welfare Check","N ZARZAMORA ST / HENRY ST",CENTRAL
SAPD-2023-0375470,"2023-03-18 08:41:45","Assist the Public","100 HEATHER AVE",EAST
SAPD-2023-0375471,"2023-03-18 08:42:42",Disturbance,"4800 CASTLE INN DR",EAST
SAPD-2023-0375474,"2023-03-18 08:44:06","Abandoned Vehicle","100 MEREDITH DR",WEST
SAPD-2023-0375478,"2023-03-18 08:46:07","Suspicious Vehicle","300 KASHMUIR PLACE",EAST
SAPD-2023-0375480,"2023-03-18 08:47:22","Theft of Vehicle","2400 NE LOOP 410",NORTH
SAPD-2023-0375481,"2023-03-18 08:47:38",Disturbance,"200 UVALDE ST",SOUTH
SAPD-2023-0375486,"2023-03-18 08:51:15",Disturbance,"700 PORTER ST",EAST
SAPD-2023-0375488,"2023-03-18 08:53:30","Criminal Mischief","500 KOEHLER CT",SOUTH
SAPD-2023-0375490,"2023-03-18 08:54:29",Disturbance,"8200 MARBACH RD",WEST
SAPD-2023-0375491,"2023-03-18 08:55:09","Welfare Check","200 ROBERTS ST",CENTRAL
SAPD-2023-0375493,"2023-03-18 08:55:35",Theft,"300 CLAY ST",CENTRAL
SAPD-2023-0375494,"2023-03-18 08:55:48","Burglary Vehicle","3300 TUMBLEWOOD TRL",NORTH
SAPD-2023-0375495,"2023-03-18 08:56:27","Suspicious Vehicle","3100 MINDORO",NORTH
SAPD-2023-0375498,"2023-03-18 08:57:43","Patrol By","201-299 ALEXANDER RD",WEST
SAPD-2023-0375500,"2023-03-18 08:58:11","Patrol By","300 AURORA AVE",WEST
SAPD-2023-0375503,"2023-03-18 09:00:02","Patrol By","10700 NACOGDOCHES RD",NORTH
SAPD-2023-0375506,"2023-03-18 09:01:18",Disturbance,"500 W LOOP 1604 N",WEST
SAPD-2023-0375508,"2023-03-18 09:03:59","Patrol By","8600 TIMBER PATH",PRUE
SAPD-2023-0375511,"2023-03-18 09:04:28",Theft,"16900 TURKEY PT",NORTH
SAPD-2023-0375513,"2023-03-18 09:05:34","Patrol By","100 JUAREZ",CENTRAL
SAPD-2023-0375516,"2023-03-18 09:07:08","Traffic Related","US HWY 90 W EB / IH 35 S SB",SOUTH
SAPD-2023-0375517,"2023-03-18 09:07:31","Suspicious Person","4600 E LOOP 1604 N",EAST
SAPD-2023-0375518,"2023-03-18 09:07:32",Miscellaneous,"4000 N ST MARY'S ST",CENTRAL
SAPD-2023-0375520,"2023-03-18 09:08:21","Narcotic Laws","14700 BASSETT LN",PRUE
SAPD-2023-0375521,"2023-03-18 09:09:25",Theft,"200 BAMBURGH DR",NORTH
SAPD-2023-0375523,"2023-03-18 09:09:39","Suspicious Vehicle","2100 SE LOOP 410",EAST
